Body,Department,Supplier Name,Invoice Creation Date,Invoice Nett Amount,Subj Description
Lambeth,Adults' and Community Services,L'Arche Lambeth Community,24/08/2012,2199.76,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,L'Arche Lambeth Community,24/08/2012,2199.76,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,L'Arche Lambeth Community,24/08/2012,3240.27,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,L'Arche Lambeth Community,24/08/2012,1819.19,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,L'Arche Lambeth Community,24/08/2012,2443.60,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,L'Arche Lambeth Community,24/08/2012,2171.81,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,L'Arche Lambeth Community,24/08/2012,2862.80,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,L'Arche Lambeth Community,24/08/2012,2171.81,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,L'Arche Lambeth Community,24/08/2012,2171.81,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,L'Arche Lambeth Community,24/08/2012,4245.09,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,L'Arche Lambeth Community,24/08/2012,4640.26,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,L'Arche Lambeth Community,24/08/2012,11434.04,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,LEYTON HOUSE COMMUNITY CARE LTD,28/08/2012,3985.72,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Lakeside Nursing & Residential Home,24/08/2012,2418.44,RNCC CONTRIBUTION - PAID DIRECTLY TO PROVIDER
Lambeth,Adults' and Community Services,Lakeside Nursing & Residential Home,24/08/2012,2549.31,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Lakeside Nursing & Residential Home,28/08/2012,3030.69,RNCC CONTRIBUTION - PAID DIRECTLY TO PROVIDER
Lambeth,Adults' and Community Services,Lambeth Mencap,07/08/2012,21201.76,FLOATING SUPPORT SERVICES
Lambeth,Adults' and Community Services,Lambeth Mencap,13/08/2012,1621.92,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,13/08/2012,2746.80,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,13/08/2012,6245.00,VOLUNTARY ORGANISATIONS A
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,610.4,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,1308.00,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,1220.80,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,921.38,SUPPORTED HOUSING - VOLUNTARY
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,523.2,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,697.6,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,1395.20,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,1395.20,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,719.4,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,872,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,1002.80,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,654,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,523.2,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,523.2,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,1351.60,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,2005.60,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,1569.60,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,1090.00,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,4621.60,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,3182.80,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,5101.20,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,4322.80,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,4322.80,SUPPORTED HOUSING - VOLUNTARY
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,11148.55,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,5941.05,SUPPORTED HOUSING - VOLUNTARY
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,3314.25,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,22/08/2012,2587.25,SUPPORTED HOUSING - VOLUNTARY
Lambeth,Adults' and Community Services,Land Use Consultants,06/08/2012,6200.00,ENVIRONMENTAL IMPROVEMENTS
Lambeth,Adults' and Community Services,Landscape Perspective Ltd,06/08/2012,1755.00,CONSULTANT ARCHITECT-FEES
Lambeth,Adults' and Community Services,Laurel Residential Homes Ltd,28/08/2012,3257.48,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Laurel Residential Homes Ltd,28/08/2012,14571.43,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Laurels Care Centre Ltd,24/08/2012,3165.10,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Laurels Care Centre Ltd,24/08/2012,2780.44,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,Laurels Care Centre Ltd,24/08/2012,2507.67,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,Laurels Care Centre Ltd,24/08/2012,2611.34,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,Laurels Care Centre Ltd,24/08/2012,2812.63,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Laurels Care Centre Ltd,24/08/2012,1874.29,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Laurels Care Centre Ltd,24/08/2012,2571.22,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,Laurels Care Centre Ltd,24/08/2012,2667.76,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,Laurels Care Centre Ltd,24/08/2012,1972.92,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Laurels Care Centre Ltd,24/08/2012,2610.64,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Laurels Care Centre Ltd,24/08/2012,3138.52,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,Laurels Care Centre Ltd,24/08/2012,2098.86,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,Laurels Care Centre Ltd,24/08/2012,1903.61,CONTRIBUTIONS - PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,Laurels Care Centre Ltd,24/08/2012,2129.26,NURSING CARE - FNC - LAMBETH PCT
Lambeth,Adults' and Community Services,Laurels Care Centre Ltd,24/08/2012,2129.26,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Laurels Care Centre Ltd,24/08/2012,2129.26,CONTRIBUTIONS - PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,Laurels Care Centre Ltd,24/08/2012,2657.14,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Laurels Care Centre Ltd,24/08/2012,2129.26,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Laurels Care Centre Ltd,24/08/2012,2129.26,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Laurels Care Centre Ltd,24/08/2012,2129.26,CONTRIBUTIONS - PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,Laurels Care Centre Ltd,24/08/2012,1853.50,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Leonard Cheshire Chipstead Lake,24/08/2012,3061.90,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Leonard Cheshire Chipstead Lake,24/08/2012,5567.65,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Leonard Cheshire Chipstead Lake,24/08/2012,5419.83,RESIDENTIAL RESPITE CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Leonard Cheshire Chipstead Lake,28/08/2012,5162.88,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Leonard Cheshire Chipstead Lake,28/08/2012,5162.88,DAY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Leonard Cheshire Disability,24/08/2012,3693.46,NURSING CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Leonard Cheshire Disability,28/08/2012,5082.99,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Leys Park Care Centre,24/08/2012,2019.88,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Life Style Care Plc,24/08/2012,2102.24,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Life Style Care Plc,24/08/2012,2102.24,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Life Style Care Plc,28/08/2012,2100.00,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Life Style Care Plc,28/08/2012,2100.00,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Life Style Care Plc,28/08/2012,2170.00,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Life Style Care Plc,28/08/2012,2170.00,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Limetree Healthcare Ltd,24/08/2012,244603.10,NURSING CARE PRIVATE BLOCK
Lambeth,Adults' and Community Services,Little Sisters Of The Poor,24/08/2012,1372.52,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Little Sisters Of The Poor,24/08/2012,1124.68,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Little Sisters Of The Poor,24/08/2012,1527.34,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Little Sisters Of The Poor,24/08/2012,1527.34,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Little Sisters Of The Poor,24/08/2012,1527.34,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Little Sisters Of The Poor,24/08/2012,1380.40,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Little Sisters Of The Poor,24/08/2012,1293.11,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Little Sisters Of The Poor,24/08/2012,1552.79,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Little Sisters Of The Poor,24/08/2012,1400.55,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Little Sisters Of The Poor,24/08/2012,1126.41,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Little Sisters Of The Poor,24/08/2012,1236.38,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Lloyd Park Nursing Home,24/08/2012,1464.98,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Locality,28/08/2012,5000.00,GRANTS
Lambeth,Adults' and Community Services,London School of Samba,07/08/2012,650,GUEST ARTISTS AND SPEAKERS
Lambeth,Adults' and Community Services,Look Ahead Housing & Care Ltd,07/08/2012,19444.64,FLOATING SUPPORT SERVICES
Lambeth,Adults' and Community Services,Look Ahead Housing & Care Ltd,07/08/2012,35155.08,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Look Ahead Housing & Care Ltd,07/08/2012,11792.24,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Look Ahead Housing & Care Ltd,07/08/2012,32678.12,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Loomis UK Ltd,24/08/2012,1107.56,CASH COLLECTION SERVICES
Lambeth,Adults' and Community Services,Loomis UK Ltd,27/06/2012,959.89,CASH COLLECTION SERVICES
Lambeth,Adults' and Community Services,Loomis UK Ltd,29/08/2012,1033.73,CASH COLLECTION SERVICES
Lambeth,Adults' and Community Services,Loughborough Junction Action Group,18/07/2012,2460.00,GRANTS
Lambeth,Adults' and Community Services,Loughborough Junction Action Group,19/07/2012,9518.47,GRANTS
Lambeth,Adults' and Community Services,Luminance Pro Lighting Systems Ltd,24/08/2012,650,REACTIVE MAINTENANCE
Lambeth,Adults' and Community Services,Macintyre Care,08/08/2012,2066.86,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Macintyre Care,08/08/2012,4826.66,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Macintyre Care,08/08/2012,4162.64,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Macintyre Care,28/08/2012,2000.19,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Macintyre Care,28/08/2012,4670.96,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Macintyre Care,28/08/2012,4028.36,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Madeira Patisserie Ltd.,06/08/2012,2000.00,EQUIPMENT - OTHER
Lambeth,Adults' and Community Services,Manon House,28/08/2012,5757.14,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Manon House,28/08/2012,3985.72,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Marsden Weighing Machine Group Ltd,06/08/2012,845,EQUIPMENT - OTHER
Lambeth,Adults' and Community Services,Md Homes,28/08/2012,5425.00,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Md Homes,28/08/2012,3985.72,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Meadbank Nursing Centre,24/08/2012,1193.47,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Mears,06/08/2012,1968.18,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Medacs Homecare,08/08/2012,2330.16,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Medacs Homecare,13/08/2012,2330.16,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Medacs Homecare,28/08/2012,2260.81,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Medequip Assistive Technology Ltd,08/08/2012,5186.00,MISCELLANEOUS AIDS
Lambeth,Adults' and Community Services,Medequip Assistive Technology Ltd,14/08/2012,128956.77,MISCELLANEOUS AIDS
Lambeth,Adults' and Community Services,Medicrest Limited t/a Acorn Care Homes,24/08/2012,1972.92,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Medicrest Limited t/a Acorn Care Homes,24/08/2012,1972.92,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Medicrest Limited t/a Acorn Care Homes,24/08/2012,1311.17,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Medicrest Limited t/a Acorn Care Homes,24/08/2012,1972.92,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Medicrest Limited t/a Acorn Care Homes,24/08/2012,1445.04,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Medicrest Limited t/a Acorn Care Homes,24/08/2012,1311.64,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Medicrest Limited t/a Acorn Care Homes,24/08/2012,1972.92,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Medicrest Limited t/a Acorn Care Homes,24/08/2012,1449.10,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Medicrest Limited t/a Acorn Care Homes,24/08/2012,1288.44,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Medicrest Limited t/a Acorn Care Homes,24/08/2012,1606.92,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Mental Health Care Uk Ltd,13/08/2012,6157.80,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Mental Health Care Uk Ltd,13/08/2012,8244.34,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Methodist Homes,24/08/2012,1422.02,CONTRIBUTIONS - PRIVATE NURSING CARE
Lambeth,Adults' and Community Services,Metropolitan Support Trust,07/08/2012,2368.00,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Metropolitan Support Trust,07/08/2012,767.92,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Metropolitan Support Trust,07/08/2012,1280.04,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Metropolitan Support Trust,07/08/2012,2687.96,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Metropolitan Support Trust,07/08/2012,2240.00,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Metropolitan Support Trust,07/08/2012,3455.88,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Metropolitan Support Trust,07/08/2012,895.96,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Metropolitan Support Trust,07/08/2012,1600.04,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Metropolitan Support Trust,07/08/2012,4480.00,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Metropolitan Support Trust,07/08/2012,2048.00,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Milbury Care Services Ltd,01/08/2012,4676.79,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Milbury Care Services Ltd,08/08/2012,4525.93,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Milbury Care Services Ltd,08/08/2012,4676.79,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Milton Court Care Centre,24/08/2012,3131.00,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Misco,15/08/2012,844.65,ICT HARDWARE
Lambeth,Adults' and Community Services,Mission Care,24/08/2012,3196.98,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Mornington Hall Nursing Home,24/08/2012,1305.54,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Mount Carmel,14/08/2012,1270.91,TRAVEL EXPENSES - CLIENTS VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Mr F Hosanee,24/08/2012,1305.54,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Mr F Hosanee,24/08/2012,1305.54,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Mr F Hosanee,24/08/2012,1972.92,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Mr F Hosanee,24/08/2012,1972.92,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Mr F Hosanee,24/08/2012,1282.44,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Mr F Hosanee,24/08/2012,1972.92,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Mr F Hosanee,28/08/2012,1314.89,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,N Hosanee (Roselands),24/08/2012,1972.92,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,N Hosanee (Roselands),24/08/2012,1972.92,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,N Hosanee (Roselands),24/08/2012,2435.72,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,N Hosanee (Roselands),24/08/2012,1972.92,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,N Hosanee (Roselands),24/08/2012,1445.04,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,N Hosanee (Roselands),24/08/2012,1972.92,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,N Hosanee (Roselands),24/08/2012,1376.40,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,N Hosanee (Roselands),24/08/2012,1972.92,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,N Hosanee (Roselands),24/08/2012,1215.23,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,N Hosanee (Roselands),24/08/2012,1445.04,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,N Notaro Home Ltd.,24/08/2012,2616.76,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,N Notaro Home Ltd.,24/08/2012,2965.51,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,N Notaro Home Ltd.,24/08/2012,2122.44,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Nacro,07/08/2012,16462.48,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Nacro,07/08/2012,5784.12,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,National Autistic Society,20/06/2012,3131.48,DAY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,National Autistic Society,28/08/2012,4980.30,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,National Autistic Society,28/08/2012,2846.80,TRAVEL EXPENSES - CLIENTS VOLUNTARY SPOT
Lambeth,Adults' and Community Services,National Autistic Society,28/08/2012,2677.41,DAY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,National Autistic Society,28/08/2012,2848.72,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,National Autistic Society,28/08/2012,2124.04,DAY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,National Autistic Society,28/08/2012,3199.33,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,National Autistic Society,28/08/2012,2023.89,DAY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,National Autistic Society,28/08/2012,1442.74,DAY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,National Society For Epilepsy,13/08/2012,7205.28,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,National Society For Epilepsy,24/08/2012,5560.42,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Neem Tree Care Ltd,24/08/2012,3427.54,RNCC CONTRIBUTION - PAID DIRECTLY TO PROVIDER
Lambeth,Adults' and Community Services,New Century Care,24/08/2012,1953.00,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,New Century Care Ltd,24/08/2012,1688.03,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,New Possibilities Limited,06/08/2012,621.5,PROFESSIONAL FEES AND CHARGES
Lambeth,Adults' and Community Services,Newham House Supporting People Ltd,02/08/2012,2451.43,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Newham House Supporting People Ltd,28/08/2012,2843.14,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Newham House Supporting People Ltd,28/08/2012,2937.91,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Newham House Supporting People Ltd,28/08/2012,863.58,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Newham House Supporting People Ltd,28/08/2012,863.58,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Newham House Supporting People Ltd,28/08/2012,863.58,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Newham House Supporting People Ltd,28/08/2012,863.58,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Newham House Supporting People Ltd,28/08/2012,863.58,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Newham House Supporting People Ltd,28/08/2012,863.58,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Newham House Supporting People Ltd,28/08/2012,1717.01,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Newham House Supporting People Ltd,28/08/2012,863.58,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Newham House Supporting People Ltd,28/08/2012,863.58,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Newham House Supporting People Ltd,28/08/2012,2937.92,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Newham House Supporting People Ltd,28/08/2012,2937.92,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Newham House Supporting People Ltd,28/08/2012,5484.78,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Newham House Supporting People Ltd,28/08/2012,2937.92,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Newham House Supporting People Ltd,28/08/2012,5484.78,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Newham House Supporting People Ltd,28/08/2012,2937.92,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Newham House Supporting People Ltd,28/08/2012,2937.92,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Newham House Supporting People Ltd,28/08/2012,5484.78,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Newham House Supporting People Ltd,28/08/2012,2937.92,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Newham House Supporting People Ltd,28/08/2012,2937.92,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Newham House Supporting People Ltd,28/08/2012,4262.15,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Newham House Supporting People Ltd,28/08/2012,10235.32,SUPPORTED HOUSING - PRIVATE
